日期,推广单元,关键词,投入金额,期望竞价,期望展现量,期望展现位,期望点击量,期望浏览量,期望注册量
2026-09-13,4190988309,5257,610.07844,1.46990820772883,1.1323963060735505,8141.079677100495,763.4584409823733,3664.1556389418324,146.19416954981617
2026-09-17,8878077181,5778,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-16,9628223555,3949,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-12,8878077181,1048,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-11,9811363528,3692,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-16,8878077181,3989,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-11,9628223555,3653,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-11,9630806627,5288,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-11,1841014603,6086,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
2026-09-16,9811363528,5640,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-13,9630806627,3882,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-14,9630806627,3305,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-12,1841014603,3304,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
2026-09-16,9630806627,3420,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-14,1841014603,2083,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
2026-09-13,1841014603,5176,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
2026-09-13,9628223555,2441,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-15,9628223555,5721,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-15,8878077181,5778,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-12,9628223555,6210,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-13,9811363528,3076,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-11,8878077181,1048,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-12,9811363528,3597,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-15,9630806627,1575,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-17,9628223555,1683,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-14,9811363528,733,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-16,1841014603,800,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
2026-09-13,8878077181,3989,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-14,4190988309,5374,304.93922,1.46990820772883,1.1323963060735505,4069.2054069192754,381.6040794616196,1831.4772154503999,73.07312159903354
2026-09-11,4190988309,152,610.07844,1.46990820772883,1.1323963060735505,8141.079677100495,763.4584409823733,3664.1556389418324,146.19416954981617
2026-09-17,9630806627,6578,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-14,8878077181,3989,610.07844,1.009579615351272,1.1323963060735505,1177.1331139717795,1111.565459123682,5185.040669373287,188.79900931072697
2026-09-16,4190988309,6207,610.07844,1.46990820772883,1.1323963060735505,8141.079677100495,763.4584409823733,3664.1556389418324,146.19416954981617
2026-09-17,1841014603,5849,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
2026-09-15,9811363528,2826,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-14,9628223555,646,610.07844,1.120046165225198,1.1323963060735505,6378.53256225583,1001.9353340084987,4950.190797340875,163.32488203273334
2026-09-17,9811363528,2226,610.07844,0.9720438166409766,1.1323963060735505,6454.558931577147,1154.4889329555147,5480.8074122416,233.56712516441047
2026-09-12,9630806627,308,610.07844,1.2082396632001324,1.1323963060735505,6966.259702997858,928.800686519065,4319.349638374879,180.03185113144872
2026-09-15,1841014603,5010,610.07844,1.3843517299037638,1.1323963060735505,2953.87931160115,810.6421254213047,4082.788975565607,136.05182524553365
